,bus_route_name,bus_route_link,bus_operator_id,bus_name,bus_type,departing_time,duration,arrival_time,star_rating,price,seats_available
734,Purnea to Patna (Bihar),https://www.redbus.in/bus-tickets/purnea-to-patna,14,Bihar state road transport corporation (BSRTC) - 156563,AC Seater (2+2),19:00,09h 00m,04:00,4.5,468,31
735,Purnea to Patna (Bihar),https://www.redbus.in/bus-tickets/purnea-to-patna,14,AITIANA CRUISELINERS,A/C Seater / Sleeper (2+1),21:00,09h 00m,06:00,4.1,500,5
736,Purnea to Patna (Bihar),https://www.redbus.in/bus-tickets/purnea-to-patna,14,Aitiana Airwings,Benz A/C Sleeper (2+1),21:00,08h 00m,05:00,4.1,650,6
737,Purnea to Patna (Bihar),https://www.redbus.in/bus-tickets/purnea-to-patna,14,Divya Rath,A/C Sleeper (2+1),20:30,09h 00m,05:30,4.4,618,3
738,Purnea to Patna (Bihar),https://www.redbus.in/bus-tickets/purnea-to-patna,14,Sri Krishna Rath,A/C Seater / Sleeper (2+2),21:00,07h 15m,04:15,1.8,449,23
739,Aligarh (uttar pradesh) to Agra,https://www.redbus.in/bus-tickets/aligarh-to-agra,2,UPSRTC - BDV0079,Janrath AC Seater 2+2,16:59,02h 11m,19:10,3.3,215,36
740,Aligarh (uttar pradesh) to Agra,https://www.redbus.in/bus-tickets/aligarh-to-agra,2,UPSRTC - ALI0333,Janrath AC Seater 2+2,17:59,02h 31m,20:30,3.3,215,36
741,Aligarh (uttar pradesh) to Agra,https://www.redbus.in/bus-tickets/aligarh-to-agra,2,UPSRTC - HTR0132,Ordinary Non AC Seater 2+3,19:00,03h 00m,22:00,3.3,140,52
742,Aligarh (uttar pradesh) to Agra,https://www.redbus.in/bus-tickets/aligarh-to-agra,2,UPSRTC - AWD0199,Pink Express AC Seater 2+2,20:02,01h 58m,22:00,4.4,215,37
743,Aligarh (uttar pradesh) to Agra,https://www.redbus.in/bus-tickets/aligarh-to-agra,2,UPSRTC - BDV0077,Janrath AC Seater 2+2,21:20,02h 10m,23:30,3.3,215,36
744,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,18,RSRTC - 190537,Express Non AC Seater 2+3,15:40,04h 00m,19:40,3.8,211,42
745,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,18,RSRTC - 180708,Express Non AC Seater 2+3,15:45,04h 45m,20:30,3.8,211,42
746,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,18,RSRTC - 157455,Super Luxury Volvo AC Seater Pushback 2+2,16:00,03h 15m,19:15,3.2,424,37
747,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,18,RSRTC - 193666,Express Non AC Seater 2+3,16:25,04h 25m,20:50,3.8,211,42
748,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,18,RSRTC - 157466,Express Non AC Seater 2+3,16:40,05h 05m,21:45,3.8,211,42
749,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,18,RSRTC - 169915,Express Non AC Seater 2+3,17:30,04h 00m,21:30,3.8,211,42
750,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,18,RSRTC - 190595,Express Non AC Seater 2+3,17:35,04h 25m,22:00,3.8,211,42
751,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,18,RSRTC - 188046,Express Non AC Seater 2+3,17:45,03h 45m,21:30,3.8,211,42
752,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,18,RSRTC - 146140,Super Luxury Volvo AC Seater Pushback 2+2,17:45,03h 15m,21:00,4.7,424,27
753,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,18,RSRTC - 173326,Express Non AC Seater 2+3,17:50,03h 55m,21:45,3.8,211,42
754,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,18,Jain travels regd,NON AC Seater / Sleeper 2+1,14:40,03h 50m,18:30,3.5,400,27
755,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,18,Jain travels regd,A/C Seater / Sleeper (2+1),17:20,03h 25m,20:45,3.5,500,20
756,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,18,Jain travels regd,NON AC Seater / Sleeper 2+1,19:30,03h 30m,23:00,3.5,350,42
757,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,18,Devraj Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:20,02h 39m,23:59,3.5,500,38
758,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,18,Pandit Travels,NON AC Seater / Sleeper 2+1,21:45,03h 30m,01:15,4.0,500,29
759,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,18,Jain travels regd,NON AC Seater/ Sleeper (2+1),22:21,03h 36m,01:57,3.5,550,36
760,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,18,FlixBus,A/C Sleeper (2+1),23:00,03h 25m,02:25,4.0,541,14
761,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,18,Sagwan Travels,A/C Seater / Sleeper (2+1),23:30,03h 13m,02:43,3.4,475,37
762,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,18,Chanakya Travels Agency,A/C Seater / Sleeper (2+1),23:45,05h 30m,05:15,3.8,500,23
763,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,18,Chanakya Travels Agency,A/C Seater / Sleeper (2+1),00:15,05h 00m,05:15,3.8,600,40
764,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,6,KSRTC (Kerala) - 323,Super Fast Non AC Seater (2+3),15:30,01h 55m,17:25,2.4,111,39
765,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,6,KSRTC (Kerala) - 48,Swift Deluxe Non AC Air Bus (2+2),17:10,01h 50m,19:00,3.8,145,30
766,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,6,KSRTC (Kerala) - 1129,Super Fast Non AC Seater (2+3),17:31,02h 45m,20:16,2.7,108,32
767,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,6,KSRTC (Kerala) - 567,Super Express Non AC Seater Air Bus (2+2),18:01,02h 39m,20:40,3.6,129,13
768,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,6,KSRTC (Kerala) - 42,Swift Deluxe Non AC Air Bus (2+2),18:55,02h 30m,21:25,3.6,145,26
769,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,6,KSRTC (Kerala) - 815,Super Fast Non AC Seater (2+3),19:20,01h 50m,21:10,3.6,111,49
770,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,6,KSRTC (Kerala) - 1378,AC MULTI AXLE,19:20,01h 30m,20:50,3.6,227,4
771,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,6,KSRTC (Kerala) - 1193,Super Fast Non AC Seater (2+3),19:35,02h 00m,21:35,3.6,108,40
772,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,6,KSRTC (Kerala) - 2472,Garuda Premium,20:00,02h 00m,22:00,3.6,1212,25
773,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,6,KSRTC (Kerala) - 44,Swift Deluxe Non AC Air Bus (2+2),20:05,01h 45m,21:50,3.6,145,19
774,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,6,Cochin Express,A/C Sleeper (2+1),22:30,01h 29m,23:59,4.1,850,5
775,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,6,Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),22:25,01h 34m,23:59,4.1,667,14
776,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,6,Cochin Express,A/C Sleeper (2+1),22:30,01h 29m,23:59,4.1,850,5
777,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,6,Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),22:25,01h 34m,23:59,4.1,667,14
778,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,6,A1 Travels,Bharat Benz A/C Sleeper (2+1),21:00,02h 30m,23:30,3.3,500,32
779,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,6,Cochin Express,A/C Seater Push Back (2+2),22:30,01h 25m,23:55,4.1,700,41
780,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,6,Cochin Express,A/C Seater Push Back (2+2),22:30,01h 25m,23:55,4.1,700,41
781,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,6,Sonia Travels,A/C Seater/Sleeper (2+1),19:30,03h 59m,23:29,3.8,750,40
782,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,6,Sonia Travels,A/C Semi Sleeper (2+2),20:45,02h 55m,23:40,3.8,300,36
783,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,6,Sonia Travels,A/C Semi Sleeper (2+2),21:30,02h 10m,23:40,3.8,300,36
784,Aligarh (uttar pradesh) to Haridwar,https://www.redbus.in/bus-tickets/aligarh-to-haridwar,2,UPSRTC - ALI0153,Ordinary Non AC Seater 2+3,20:00,07h 20m,03:20,3.3,488,52
785,Aligarh (uttar pradesh) to Haridwar,https://www.redbus.in/bus-tickets/aligarh-to-haridwar,2,UPSRTC - TAJ0047,Pink Express AC Seater 2+2,21:55,06h 19m,04:14,4.5,739,37
786,Aligarh (uttar pradesh) to Haridwar,https://www.redbus.in/bus-tickets/aligarh-to-haridwar,2,UPSRTC - TAJ0051,Janrath AC Seater 2+3,23:00,06h 30m,05:30,2.3,606,48
787,Aligarh (uttar pradesh) to Haridwar,https://www.redbus.in/bus-tickets/aligarh-to-haridwar,2,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),Bharat Benz A/C Seater /Sleeper (2+1),23:59,04h 31m,04:30,2.7,899,19
788,Goa to Mopa Airport,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,10,Kadamba Transport Corporation Limited (KTCL) - 158967,A/C Seater (2+3),15:00,02h 00m,17:00,4.7,400,47
789,Goa to Mopa Airport,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,10,Kadamba Transport Corporation Limited (KTCL) - 158967,A/C Seater (2+3),15:55,01h 05m,17:00,3.5,200,47
790,Siliguri to Ranaghat,https://www.redbus.in/bus-tickets/siliguri-to-ranaghat,1,NBSTC-SLG-KOL-R1-18:30,NON A/C Seater Push Back (2+2),18:30,10h 20m,04:50,4.2,423,2
791,Siliguri to Ranaghat,https://www.redbus.in/bus-tickets/siliguri-to-ranaghat,1,Lokenath Bus Service,Volvo Multi-Axle A/C Seater/Sleeper (2+1),18:45,09h 45m,04:30,4.8,1150,33
792,Siliguri to Ranaghat,https://www.redbus.in/bus-tickets/siliguri-to-ranaghat,1,Lokenath Bus Service,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,09h 35m,04:50,4.6,1500,26
793,Siliguri to Ranaghat,https://www.redbus.in/bus-tickets/siliguri-to-ranaghat,1,RAYAN,NON A/C Seater / Sleeper (2+2),16:50,12h 10m,05:00,New,450,59
794,Siliguri to Ranaghat,https://www.redbus.in/bus-tickets/siliguri-to-ranaghat,1,Aradhana Bus Service,NON A/C Seater / Sleeper (2+2),14:45,12h 25m,03:10,2.4,665,29
795,Karimganj to Shillong,https://www.redbus.in/bus-tickets/karimganj-to-shillong,5,JAYSIKA,NON A/C Seater Push Back (2+1),17:20,09h 40m,03:00,2.5,650,35
796,Anantapur (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/ananthapur-to-hyderabad,7,APSRTC - 6635,Super Luxury (Non AC Seater 2+2 Push Back),20:15,08h 44m,04:59,3.7,634,33
797,Anantapur (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/ananthapur-to-hyderabad,7,APSRTC - 6734,Super Luxury (Non AC Seater 2+2 Push Back),20:30,08h 30m,05:00,3.7,634,32
798,Anantapur (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/ananthapur-to-hyderabad,7,APSRTC - 6949,Super Luxury (Non AC Seater 2+2 Push Back),21:00,08h 29m,05:29,3.8,616,19
799,Anantapur (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/ananthapur-to-hyderabad,7,APSRTC - 6730,Super Luxury (Non AC Seater 2+2 Push Back),21:30,07h 00m,04:30,3.4,616,34
800,Anantapur (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/ananthapur-to-hyderabad,7,APSRTC - 6637,Super Luxury (Non AC Seater 2+2 Push Back),21:30,09h 09m,06:39,3.4,634,18
801,Anantapur (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/ananthapur-to-hyderabad,7,APSRTC - 5693,Super Luxury (Non AC Seater 2+2 Push Back),21:30,07h 45m,05:15,4.6,611,23
802,Anantapur (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/ananthapur-to-hyderabad,7,APSRTC - 6805,Super Luxury (Non AC Seater 2+2 Push Back),21:45,08h 25m,06:10,4.3,616,23
803,Anantapur (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/ananthapur-to-hyderabad,7,APSRTC - 56911,Super Luxury (Non AC Seater 2+2 Push Back),21:55,06h 35m,04:30,3.9,616,33
804,Anantapur (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/ananthapur-to-hyderabad,7,APSRTC - 6834,Super Luxury (Non AC Seater 2+2 Push Back),22:00,07h 49m,05:49,3.8,611,26
805,Anantapur (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/ananthapur-to-hyderabad,7,APSRTC - 6892,Super Luxury (Non AC Seater 2+2 Push Back),22:15,06h 30m,04:45,4.1,616,25
806,Anantapur (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/ananthapur-to-hyderabad,7,Sri Balaji Transports,A/C Seater / Sleeper (2+1),22:35,06h 52m,05:27,4.4,770,24
807,Anantapur (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/ananthapur-to-hyderabad,7,Sri Balaji Transports,A/C Sleeper (2+1),22:55,06h 27m,05:22,4.5,1090,10
808,Anantapur (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/ananthapur-to-hyderabad,7,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:35,06h 25m,06:00,4.3,608,7
809,Anantapur (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/ananthapur-to-hyderabad,7,AdSadiq Tours and Travels,A/C Sleeper (2+1),22:00,07h 25m,05:25,3.2,900,18
810,Anantapur (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/ananthapur-to-hyderabad,7,Al madeena Travels,Non A/C Seater / Sleeper (2+1),22:10,07h 20m,05:30,4.2,650,8
811,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,7,APSRTC - 35271,INDRA(A.C. Seater),16:00,05h 50m,21:50,3.2,567,30
812,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,7,APSRTC - 3585,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),16:30,05h 55m,22:25,4.4,720,17
813,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,7,APSRTC - 35133,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:00,05h 50m,22:50,3.2,720,39
814,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,7,APSRTC - 35135,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:45,05h 52m,23:37,4.3,720,35
815,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,7,APSRTC - 35085,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),18:30,06h 00m,00:30,4.0,720,41
816,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,7,APSRTC - 3613,Super Luxury (Non AC Seater 2+2 Push Back),19:00,07h 42m,02:42,3.1,469,27
817,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,7,APSRTC - 9316,Super Luxury (Non AC Seater 2+2 Push Back),20:20,07h 50m,04:10,4.1,469,21
818,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,7,APSRTC - 35189,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),20:30,04h 35m,01:05,3.9,670,21
819,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,7,APSRTC - 4046,Super Luxury (Non AC Seater 2+2 Push Back),21:00,06h 40m,03:40,4.4,469,12
820,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,7,APSRTC - 9651,Super Luxury (Non AC Seater 2+2 Push Back),21:00,07h 41m,04:41,4.3,469,20
821,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,7,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,06h 15m,06:00,4.7,593,20
822,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,7,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:25,07h 00m,06:25,4.6,593,18
823,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,7,FRESHBUS,Electric A/C Seater (2+2),22:30,06h 50m,05:20,4.6,500,15
824,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,7,AdShyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),23:40,06h 25m,06:05,3.6,375,29
825,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,7,GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),23:45,06h 10m,05:55,4.7,459,18
826,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,7,FRESHBUS,Electric A/C Seater (2+2),16:20,06h 45m,23:05,4.6,480,7
827,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,7,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:50,06h 20m,06:10,4.6,567,15
828,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,7,AdSri Sanvi Tours and Travels,A/C Sleeper (2+1),23:25,05h 52m,05:17,4.7,764,17
829,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,7,FRESHBUS,Electric A/C Seater (2+2),21:30,06h 35m,04:05,4.5,450,32
830,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,7,FRESHBUS,Electric A/C Seater (2+2),23:25,06h 30m,05:55,4.5,500,21
831,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,13,HRTC - 653,A/C Executive (2+3),17:05,12h 25m,05:30,2.4,770,41
832,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,13,HRTC - 1104,Ordinary 3+2 Non AC Seater,17:20,12h 10m,05:30,3.7,630,37
833,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,13,HRTC - 1158,Himsuta AC Seater Volvo/Scania 2+2,18:30,10h 45m,05:15,4.6,1158,28
834,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,13,HRTC - 903,Himmani Deluxe 2+2 Non AC Seater,18:45,11h 15m,06:00,3.1,709,27
835,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,13,HRTC - 1134,Himmani Deluxe 2+2 Non AC Seater,19:00,10h 40m,05:40,4.2,688,27
836,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,13,HRTC - 25,Himsuta AC Seater Volvo/Scania 2+2,19:10,11h 15m,06:25,4.0,1205,34
837,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,13,HRTC - 951,Ordinary 3+2 Non AC Seater,19:25,11h 20m,06:45,2.2,630,37
838,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,13,HRTC - 904,Himmani Deluxe 2+2 Non AC Seater,19:35,10h 55m,06:30,4.2,688,25
839,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,13,HRTC - 13,Himsuta AC Seater Volvo/Scania 2+2,20:40,11h 05m,07:45,3.7,1191,34
840,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,13,HRTC - 905,Ordinary 3+2 Non AC Seater,21:00,10h 45m,07:45,3.7,650,37
841,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,13,Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),19:45,09h 45m,05:30,4.9,585,6
842,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,13,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:20,09h 25m,05:45,4.8,620,8
843,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,13,Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:10,09h 20m,06:30,4.8,580,15
844,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,13,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:30,10h 00m,08:30,4.8,699,19
845,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,13,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:10,10h 20m,05:30,4.7,799,12
846,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,13,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:45,08h 45m,06:30,4.8,699,20
847,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,13,Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),20:45,09h 35m,06:20,4.7,599,22
848,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,13,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),20:30,09h 00m,05:30,4.7,690,14
849,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,13,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:10,08h 55m,05:05,4.6,500,22
850,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,13,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),22:00,09h 30m,07:30,4.6,649,23
851,Gangtok to Siliguri,https://www.redbus.in/bus-tickets/gangtok-to-siliguri,11,APSARA BUS SERVICE,Non AC Seater (2+2),15:30,04h 05m,19:35,New,500,28
852,Shirdi to Goa,https://www.redbus.in/bus-tickets/shirdi-to-goa,10,Humsafar Travels,A/C Sleeper (2+1),16:00,17h 00m,09:00,2.8,1175,3
853,Gangarampur to Kolkata,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata,1,NBSTC-BLG-KOL-R1-18:30,NON A/C Seater Push Back (2+2),19:20,10h 40m,06:00,3.9,334,13
854,Gangarampur to Kolkata,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata,1,Express Line,Volvo 9600 A/C Seater/Sleeper (2+1),19:45,09h 15m,05:00,4.5,749,10
855,Gangarampur to Kolkata,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata,1,Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),20:00,09h 00m,05:00,4.0,650,32
856,Gangarampur to Kolkata,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata,1,Rubi Paribahan  ,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),19:35,08h 55m,04:30,4.7,780,38
857,Gangarampur to Kolkata,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata,1,Sonar Tori,A/C Seater / Sleeper (2+2),20:15,10h 15m,06:30,3.4,504,24
858,Lucknow to Ayodhya,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,2,UPSRTC - GKD0137,Shatabdi AC Seater 2+2,15:32,03h 09m,18:41,3.3,383,37
859,Lucknow to Ayodhya,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,2,UPSRTC - AWD0267,Janrath AC Seater 2+3,16:00,02h 30m,18:30,3.3,288,48
860,Lucknow to Ayodhya,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,2,UPSRTC - AYD0030,Ordinary Non AC Seater 2+3,16:02,02h 58m,19:00,3.3,197,52
861,Lucknow to Ayodhya,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,2,UPSRTC - AYD0041,Ordinary Non AC Seater 2+3,17:02,03h 28m,20:30,3.3,233,52
862,Lucknow to Ayodhya,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,2,UPSRTC - GKD0139,Shatabdi AC Seater 2+2,17:02,03h 31m,20:33,3.5,383,37
863,Lucknow to Ayodhya,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,2,UPSRTC - ALM0141,Shatabdi AC Seater 2+2,17:32,04h 38m,22:10,3.3,383,37
864,Lucknow to Ayodhya,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,2,UPSRTC - HMR0035,Ordinary Non AC Seater 2+3,18:31,03h 44m,22:15,3.3,235,52
865,Lucknow to Ayodhya,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,2,UPSRTC - DOR0016,Janrath AC Seater 2+2,18:45,02h 51m,21:36,3.3,288,36
866,Lucknow to Ayodhya,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,2,UPSRTC - DOR0004,Rajdhani Non AC Seater 2+3,20:40,02h 56m,23:36,3.3,233,51
867,Lucknow to Ayodhya,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,2,UPSRTC - AKP0186,Ordinary Non AC Seater 2+3,20:46,03h 19m,00:05,3.3,222,52
868,Lucknow to Ayodhya,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,2,UPSRTC - AKP0189,Ordinary Non AC Seater 2+3,21:46,01h 36m,23:22,3.3,196,52
