,bus_route_name,bus_route_link,bus_operator_id,bus_name,bus_type,departing_time,duration,arrival_time,star_rating,price,seats_available
144,Chandigarh to Dehradun,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,8,Om Sidh Express,Volvo A/C Semi Sleeper (2+2),19:30,04h 00m,23:30,3.7,475,26
145,Chandigarh to Dehradun,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,8,Zimindara Travels,AC Sleeper (2+1),23:00,06h 30m,05:30,3.6,599,22
146,Chandigarh to Dehradun,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,8,Laxmi holidays,VE A/C Semi Sleeper (2+2),23:55,05h 50m,05:45,4.3,599,23
147,Moradabad to Delhi,https://www.redbus.in/bus-tickets/moradabad-to-delhi,2,UPSRTC - LNI0017,Rajdhani Non AC Seater 2+3,23:35,03h 25m,03:00,3.3,262,51
148,Moradabad to Delhi,https://www.redbus.in/bus-tickets/moradabad-to-delhi,2,India Tours & Travels (GetBookCab),A/C Seater / Sleeper (2+2),18:15,03h 30m,21:45,3.8,474,23
149,Moradabad to Delhi,https://www.redbus.in/bus-tickets/moradabad-to-delhi,2,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),21:30,03h 40m,01:10,4.5,554,9
150,Moradabad to Delhi,https://www.redbus.in/bus-tickets/moradabad-to-delhi,2,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:00,03h 30m,01:30,3.1,508,14
151,Moradabad to Delhi,https://www.redbus.in/bus-tickets/moradabad-to-delhi,2,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),22:20,04h 30m,02:50,3.7,699,17
152,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,6,KSRTC (Kerala) - 578,Super Express Non AC Seater Air Bus (2+2),18:00,10h 00m,04:00,3.9,513,21
153,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,6,KSRTC (Kerala) - 72,SWIFT-GARUDA A/C SEATER BUS,19:00,08h 35m,03:35,3.8,688,2
154,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,6,KSRTC (Kerala) - 1583,Super Express Non AC Seater Air Bus (2+2),20:02,09h 19m,05:21,4.0,640,23
155,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,6,KSRTC (Kerala) - 234,Swift Deluxe Non AC Air Bus (2+2),21:00,09h 00m,06:00,4.1,620,1
156,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,6,KSRTC (Kerala) - 1584,Super Express Non AC Seater Air Bus (2+2),21:29,09h 09m,06:38,2.9,640,27
157,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,6,KSRTC (Kerala) - 50,Swift Deluxe Non AC Air Bus (2+2),22:06,08h 35m,06:41,3.3,640,11
158,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,6,KSRTC (Kerala) - 549,Super Express Non AC Seater Air Bus (2+2),22:15,07h 58m,06:13,1.7,640,10
159,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,6,KSRTC (Kerala) - 96,Swift Deluxe Non AC Air Bus (2+2),23:05,08h 25m,07:30,2.5,567,5
160,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,6,MMK Travels,VE A/C Seater / Sleeper (2+1),21:30,08h 30m,06:00,4.4,700,16
161,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,6,DLT BUS,A/C Sleeper (2+1),21:45,08h 45m,06:30,4.2,950,6
162,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,6,Silver Line Travels,NON A/C Semi Sleeper (2+2),20:30,09h 15m,05:45,4.2,699,23
163,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,6,AdSuraj Holidays,VE A/C Sleeper (2+1),22:00,09h 15m,07:15,4.2,950,23
164,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,6,NS Transports,Non A/C Seater / Sleeper (2+1),20:30,10h 05m,06:35,4.2,699,17
165,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,6,P K Travels,A/C Sleeper (2+1),20:00,10h 00m,06:00,4.2,950,20
166,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,6,SAAM BUS,VE A/C Sleeper (2+1),20:30,09h 45m,06:15,4.3,850,8
167,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,6,NS Transports,VE A/C Sleeper (2+1),21:16,09h 14m,06:30,4.2,949,18
168,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,6,National travels and logistics,NON A/C Sleeper (2+1),20:45,09h 30m,06:15,4.0,599,15
169,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,6,SURAJ TRAVEL HOUSE,VE A/C Seater / Sleeper (2+1),20:45,09h 15m,06:00,4.0,700,28
170,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,APSRTC - 4612,Super Luxury (Non AC Seater 2+2 Push Back),19:15,08h 45m,04:00,4.0,451,17
171,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,APSRTC - 4249,Super Luxury (Non AC Seater 2+2 Push Back),19:45,08h 35m,04:20,4.1,451,23
172,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,APSRTC - 4179,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),20:30,07h 59m,04:29,4.5,767,18
173,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,APSRTC - 42443,Super Luxury (Non AC Seater 2+2 Push Back),21:00,08h 45m,05:45,4.2,451,11
174,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,APSRTC - 4629,Super Luxury (Non AC Seater 2+2 Push Back),21:00,08h 00m,05:00,4.1,451,6
175,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,APSRTC - 4155,INDRA(A.C. Seater),21:10,07h 14m,04:24,3.4,545,37
176,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,APSRTC - 4189,Super Luxury (Non AC Seater 2+2 Push Back),21:15,08h 05m,05:20,3.7,451,10
177,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,APSRTC - 4619,STAR LINER(NON-AC SLEEPER 2+1),21:20,07h 10m,04:30,3.9,584,2
178,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,APSRTC - 4199,Super Luxury (Non AC Seater 2+2 Push Back),21:40,07h 40m,05:20,3.3,451,12
179,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,APSRTC - 4223,INDRA(A.C. Seater),21:45,07h 10m,04:55,4.1,545,27
180,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,TSRTC - 9570,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,05h 20m,23:20,3.6,364,12
181,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,TSRTC - 9689,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,07h 45m,04:15,4.6,454,11
182,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,TSRTC - 7771,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,07h 45m,04:30,3.2,394,15
183,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,TSRTC - 1763,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,06h 50m,04:20,4.2,419,13
184,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,TSRTC - 7769,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,07h 30m,05:20,2.1,542,26
185,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,TSRTC - 1633,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:10,07h 00m,05:10,3.9,364,20
186,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,TSRTC - 1541,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:40,06h 20m,05:00,4.0,364,19
187,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,TSRTC - 7773,Lahari Non A/C Sleeper Cum Seater,23:10,07h 10m,06:20,2.3,545,29
188,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),23:30,07h 45m,07:15,4.7,904,17
189,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:30,07h 15m,06:45,4.5,586,19
190,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),23:30,06h 40m,06:10,4.5,399,18
191,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,AdShyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),23:15,06h 10m,05:25,4.3,499,15
192,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,Svkdt travels,A/C Sleeper (2+1),22:30,08h 25m,06:55,4.5,790,11
193,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,IntrCity SmartBus,AC Sleeper (2+1),23:10,07h 40m,06:50,4.5,828,15
194,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,NueGo,Electric A/C Seater (2+2),22:35,08h 00m,06:35,4.5,564,10
195,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,AdIntrCity SmartBus,AC Sleeper (2+1),23:50,07h 35m,07:25,4.2,747,22
196,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,Zingbus Plus,A/C Seater / Sleeper (2+1),23:45,07h 10m,06:55,4.4,572,28
197,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,7,Yolo Bus,A/C Seater / Sleeper (2+1),22:15,07h 55m,06:10,4.2,950,14
198,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,2,UPSRTC - STD0054,Ordinary Non AC Seater 2+3,16:00,10h 45m,02:45,3.3,724,52
199,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,2,UPSRTC - STD0147,Ordinary Non AC Seater 2+3,16:00,11h 51m,03:51,3.3,697,52
200,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,2,UPSRTC - SBD0030,Pink Express AC Seater 2+2,19:00,10h 00m,05:00,3.0,955,40
201,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,2,UPSRTC - SBD0110,Pink Express AC Seater 2+2,19:01,09h 44m,04:45,3.3,955,41
202,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,2,UPSRTC - SBD0032,Pink Express AC Seater 2+2,21:30,09h 45m,07:15,3.0,955,41
203,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,2,UPSRTC - SBD0111,Pink Express AC Seater 2+2,21:31,09h 14m,06:45,3.3,955,41
204,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,2,UPSRTC - SBD0092,Janrath AC Seater 2+2,22:30,08h 15m,06:45,3.5,955,34
205,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,2,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),22:15,08h 15m,06:30,4.0,759,32
206,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,2,Shri Krishna Travels & Cargo,AC Seater (2+2),23:55,03h 55m,03:50,None,849,42
207,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,12,WBTC (CTC) Kolkata - Digha - 124|14:40,Non AC Seater (2+3),14:40,04h 25m,19:05,3.9,145,41
208,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,12,WBTC (CTC) Belgachia - Digha via Esplanade - 51|14:45,Non AC Seater (2+3),14:45,05h 25m,20:10,3.5,155,42
209,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,12,WBTC (CTC) SHYAMBAZAR - DIGHA VIA- ESPLANADE (AC-VOLVO) - 52|14:45,Volvo AC Seater (2+2),14:45,05h 15m,20:00,3.5,370,25
210,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,12,WBTC (CTC) KARUNAMOYEE (Salt Lake) -DIGHA - 102|15:25,Non AC Seater (2+3),15:25,04h 20m,19:45,3.5,164,52
211,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,12,WBTC (CTC) Belgachia - Digha via Esplanade - 51|15:45,Non AC Seater (2+3),15:45,04h 25m,20:10,4.3,145,42
212,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,12,WBTC (CTC) SHYAMBAZAR - DIGHA VIA- ESPLANADE (AC-VOLVO) - 52|15:45,Volvo AC Seater (2+2),15:45,04h 15m,20:00,3.5,370,25
213,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,12,WBTC (CTC) Khidderpur - Digha - 97|16:00,Non AC Seater (2+3),16:00,05h 00m,21:00,3.5,151,45
214,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,12,WBTC (CTC) Khidderpur - Digha - 97|16:45,Non AC Seater (2+3),16:45,04h 15m,21:00,3.1,145,44
215,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,12,SBSTC-GARIA - DIGHA - 15:15 (DIGHA DEPOT) - 543,Non AC Seater (2+3),15:15,08h 45m,00:00,4.6,162,17
216,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,12,SBSTC-GARIA - DIGHA - 22:30 (DIGHA DEPOT) - 3745,Non AC Seater (2+3),23:45,04h 30m,04:15,4.2,155,5
217,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,12,Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),23:30,05h 00m,04:30,4.5,495,6
218,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,12,Express Line,Volvo 9600 A/C Seater (2+2),23:45,05h 00m,04:45,4.5,584,20
219,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,12,Maa Chandi Travels,A/C Seater / Sleeper (2+2),22:00,07h 30m,05:30,4.6,370,27
220,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,12,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),23:45,05h 00m,04:45,4.5,600,29
221,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,12,Sagufta Travels(Maa Chandi),A/C Seater / Sleeper (2+2),23:57,05h 13m,05:10,4.3,394,22
222,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,12,Maa Chandi Travels,A/C Seater / Sleeper (2+2),23:57,05h 13m,05:10,4.4,370,18
223,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,12,Santosh Bus Service,A/C Seater Push Back (2+3),23:50,05h 10m,05:00,4.3,415,35
224,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,12,Sagufta Travels (Bhorpet Travels),AC Seater (2+2),23:55,04h 40m,04:35,3.9,489,24
225,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,12,Parameswar Travels,A/C Seater Push Back (2+2),23:50,04h 55m,04:45,3.5,285,24
226,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,12,City Express (Shinjini),AC Seater (2+3),23:50,05h 05m,04:55,3.2,480,35
227,Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,7,APSRTC - 5815,Super Luxury (Non AC Seater 2+2 Push Back),18:50,07h 40m,02:30,4.2,402,8
228,Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,7,APSRTC - 4529,Super Luxury (Non AC Seater 2+2 Push Back),20:45,07h 15m,04:00,4.3,394,10
229,Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,7,APSRTC - 4538,Super Luxury (Non AC Seater 2+2 Push Back),20:45,07h 15m,04:00,5.0,394,4
230,Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,7,APSRTC - 5831,INDRA(A.C. Seater),21:00,06h 50m,03:50,4.7,487,7
231,Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,7,APSRTC - 92142,Super Luxury (Non AC Seater 2+2 Push Back),21:15,07h 30m,04:45,4.0,402,5
232,Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,7,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:30,06h 45m,04:15,4.2,700,7
233,Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,7,Kaveri Travels,A/C Sleeper (2+1),21:30,07h 10m,04:40,3.9,1050,16
234,Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,7,Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:30,07h 15m,04:45,3.7,650,14
235,Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,7,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:30,07h 00m,04:30,3.4,700,21
236,Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,7,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),21:45,06h 45m,04:30,3.6,700,21
237,Cooch Behar (West Bengal) to Malda,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-malda,1,NBSTC-COB-BHP-R1-19:00,Non AC Seater 2+2,19:00,08h 19m,03:19,4.4,338,18
238,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,13,HRTC - 725,Ordinary 3+2 Non AC Seater,15:30,07h 00m,22:30,3.9,475,37
239,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,13,HRTC - 724,Ordinary 3+2 Non AC Seater,16:00,07h 55m,23:55,3.9,479,37
240,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,13,HRTC - 707,A/C Executive (2+3),16:35,08h 45m,01:20,3.9,493,42
241,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,13,HRTC - 801,Ordinary 3+2 Non AC Seater,16:45,07h 30m,00:15,3.9,462,37
242,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,13,HRTC - 776,Ordinary 3+2 Non AC Seater,17:00,06h 30m,23:30,3.9,477,37
243,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,13,HRTC - 11,Himsuta AC Seater Volvo/Scania 2+2,17:30,06h 31m,00:01,3.9,775,35
244,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,13,HRTC - 754,Ordinary 3+2 Non AC Seater,17:45,09h 15m,03:00,3.9,456,36
245,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,13,HRTC - 49,Himsuta AC Seater Volvo/Scania 2+2,18:00,08h 00m,02:00,3.3,793,35
246,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,13,HRTC - 788,Ordinary 3+2 Non AC Seater,18:20,09h 10m,03:30,3.9,457,33
247,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,13,HRTC - 736,Himsuta AC Seater Volvo/Scania 2+2,18:30,06h 30m,01:00,3.9,775,35
248,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,13,City Land Travels,Volvo A/C Semi Sleeper (2+2),15:20,05h 40m,21:00,3.6,529,33
249,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,13,City Land Travels,Volvo A/C Semi Sleeper (2+2),15:40,05h 50m,21:30,4.4,529,33
250,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,13,City Land Travels,Volvo A/C Semi Sleeper (2+2),16:10,06h 10m,22:20,4.4,529,41
251,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,13,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),16:45,06h 15m,23:00,4.5,499,21
252,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,13,IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),18:05,06h 10m,00:15,4.4,613,40
253,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,13,City Land Travels,Volvo A/C Semi Sleeper (2+2),18:10,06h 20m,00:30,3.6,765,26
254,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,13,Zingbus Plus,Scania Multi-Axle AC Seater (2+2),18:15,05h 50m,00:05,4.3,890,37
255,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,13,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),18:20,05h 35m,23:55,3.5,700,31
256,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,13,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),18:20,05h 35m,23:55,3.5,773,33
257,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,13,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),18:40,06h 00m,00:40,3.5,427,30
258,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2,UPSRTC - STD0147,Ordinary Non AC Seater 2+3,16:00,07h 15m,23:15,3.3,448,52
259,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2,UPSRTC - HDD0085,Ordinary Non AC Seater 2+3,16:06,08h 19m,00:25,3.3,444,52
260,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2,UPSRTC - BLY0148,Rajdhani Non AC Seater 2+3,17:00,05h 00m,22:00,3.3,448,52
261,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2,UPSRTC - HDD0090,Ordinary Non AC Seater 2+3,17:04,09h 46m,02:50,3.3,444,52
262,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2,UPSRTC - KSB0070,Shatabdi AC Seater 2+2,17:32,05h 28m,23:00,3.3,598,37
263,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2,UPSRTC - HDD0082,Ordinary Non AC Seater 2+3,18:02,05h 25m,23:27,3.3,450,52
264,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2,UPSRTC - RKD0137,Shatabdi AC Seater 2+2,18:05,05h 00m,23:05,2.8,598,37
265,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2,UPSRTC - HDD0092,Ordinary Non AC Seater 2+3,18:20,05h 42m,00:02,3.3,415,52
266,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2,UPSRTC - HDD0006,Janrath AC Seater 2+2,18:30,06h 30m,01:00,3.3,602,36
267,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2,UPSRTC - HDD0113,Rajdhani Non AC Seater 2+3,18:31,06h 29m,01:00,3.3,444,51
268,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2,UPSRTC - SBD0030,Pink Express AC Seater 2+2,19:00,06h 00m,01:00,3.3,598,40
269,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2,UPSRTC - RKD0113,Janrath AC Seater 2+2,19:01,05h 30m,00:31,1.6,598,36
270,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2,UPSRTC - SBD0110,Pink Express AC Seater 2+2,19:01,05h 59m,01:00,3.3,598,41
271,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2,UPSRTC - PLB0056,Rajdhani Non AC Seater 2+3,19:01,05h 59m,01:00,3.3,454,51
272,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2,UPSRTC - HDD0145,Ordinary Non AC Seater 2+3,19:02,08h 08m,03:10,3.3,450,52
273,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2,UPSRTC - HDD0095,Ordinary Non AC Seater 2+3,19:02,07h 43m,02:45,3.3,444,52
274,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2,UPSRTC - HDD0069,Ordinary Non AC Seater 2+3,19:29,04h 11m,23:40,3.3,450,52
275,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2,UPSRTC - HDD0031,Ordinary Non AC Seater 2+3,19:45,07h 25m,03:10,3.3,450,52
276,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2,UPSRTC - KSB0089,Shatabdi AC Seater 2+2,19:46,05h 45m,01:31,3.3,598,37
277,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2,UPSRTC - HDD0105,Rajdhani Non AC Seater 2+3,20:00,05h 41m,01:41,3.3,450,51
278,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2,UPSRTC - LKM0400,Shatabdi AC Seater 2+2,20:02,05h 28m,01:30,3.3,604,37
279,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2,UPSRTC - AWD0240,Janrath AC Seater 2+3,20:02,06h 13m,02:15,3.3,520,48
280,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2,UPSRTC - HDD0147,Ordinary Non AC Seater 2+3,20:03,05h 58m,02:01,3.3,444,52
